Timestamp,How would you rate your overall satisfaction with the Summer Academy this week?,How well are the tutorials paced?,What track are you in?,,How well is the schedule paced?,#,How likely is it that you would recommend the Make School Summer Academy to a friend?,location,track,Start Date (UTC),Submit Date (UTC),Network ID,﻿ID,Location,Track,Week,Rating (Num),Schedule Pacing
"6/24/2016 13:30:31","5","3","Apps",,"2",,,,,,,,"132","San Francisco","Games","Week 1","8","Just right",
"6/24/2016 14:41:17","5","3","Games",,"3",,,,,,,,"133","San Francisco","Apps","Week 1","8","A little too fast",
"6/24/2016 17:29:38","5","3","Apps",,"2",,,,,,,,"135","San Francisco","Apps, Explorer","Week 1","8","Just right",
"6/23/2016 22:24:53","2","3","Apps",,"3",,,,,,,,"137","San Francisco","Apps, Explorer","Week 1","8","A little too slow",
"6/27/2016 4:03:03","2","3","Apps",,"3",,,,,,,,"147","Santa Clara","Apps","Week 1","8","A little too fast",
"6/23/2016 22:13:04","3","3","Apps",,"3",,,,,,,,"153","Santa Clara","Games","Week 1","8","A little too slow",
"6/23/2016 22:09:23","4","4","Apps",,"3",,,,,,,,"159","Redwood City","Apps","Week 2","8","A little too slow",
"6/23/2016 22:11:39","4","4","Apps",,"4",,,,,,,,"161","Redwood City","Apps","Week 2","8","A little too fast",
"6/23/2016 22:11:44","4","4","Apps",,"4",,,,,,,,"163","Redwood City","Apps","Week 2","8","A little too fast",
"6/23/2016 22:13:25","4","3","Apps",,"3",,,,,,,,"173","Chicago","Apps","Week 2","8","Just right",
"6/23/2016 22:15:33","4","3","Apps",,"3",,,,,,,,"176","Chicago","Apps, Explorer","Week 2","8","A little too fast",
"6/23/2016 22:41:02","4","4","Apps",,"3",,,,,,,,"180","Santa Clara","Apps","Week 2","8","A little too fast",
"6/23/2016 23:56:36","4","3","Apps",,"3",,,,,,,,"181","Santa Clara","Apps","Week 2","8","A little too fast",
"6/25/2016 22:17:48","4","3","Apps",,"4",,,,,,,,"185","Santa Clara","Apps, Explorer","Week 2","8","Just right",
"6/23/2016 22:13:09","5","5","Apps",,"3",,,,,,,,"186","Santa Clara","Apps","Week 2","8","A little too fast",
"6/30/2016 14:09:14","2","4","Apps",,"4",,,,,,,,"189","Santa Clara","Games","Week 2","8","Just right",
"6/30/2016 22:50:08","3","4","Apps",,"3",,,,,,,,"194","Santa Clara","Apps","Week 2","8","Just right",
"7/1/2016 9:34:16","3","3","Apps",,"3",,,,,,,,"196","Santa Clara","Apps","Week 2","8","Just right",
"7/1/2016 10:42:17","3","5","Apps",,"4",,,,,,,,"198","Santa Clara","Apps","Week 2","8","A little too fast",
"7/1/2016 11:25:53","3","3","Apps",,"2",,,,,,,,"200","Santa Clara","Apps","Week 2","8","Just right",
"7/1/2016 11:57:11","3","3","Games",,"3",,,,,,,,"202","Santa Clara","Games","Week 2","8","Just right",
"7/1/2016 11:58:37","4","4","Games",,"4",,,,,,,,"209","San Francisco","VR","Week 2","8","A little too fast",
"7/1/2016 6:41:31","4","3","Games",,"2",,,,,,,,"210","San Francisco","VR","Week 2","8","Just right",
"7/1/2016 9:27:32","4","3","Games",,"5",,,,,,,,"212","Los Angeles","Apps","Week 2","8","A little too slow",
"7/1/2016 6:46:34","4","4","Games",,"2",,,,,,,,"219","Los Angeles","Apps","Week 2","8","Just right",
"7/1/2016 6:47:56","4","3","Games",,"2",,,,,,,,"220","Los Angeles","Apps","Week 2","8","A little too fast",
"7/1/2016 6:33:45","4","4","Games",,"4",,,,,,,,"224","San Francisco","Apps, Explorer","Week 2","8","Just right",
"7/1/2016 6:35:15","4","4","Games",,"3",,,,,,,,"232","Los Angeles","Apps","Week 2","8","Just right",
"7/1/2016 6:36:41","4","3","Games",,"3",,,,,,,,"233","Los Angeles","Games","Week 2","8","Just right",
"7/1/2016 6:41:43","4","4","Intro",,"3",,,,,,,,"234","San Francisco","Games","Week 2","8","Just right",
"7/1/2016 7:00:39","4","3","Intro",,"4",,,,,,,,"236","Santa Clara","Apps, Explorer","Week 2","8","Just right",
"7/1/2016 8:58:54","4","4","Intro",,"3",,,,,,,,"239","San Francisco","Apps, Explorer","Week 2","8","A little too slow",
"7/1/2016 10:32:25","4","4","Intro",,"3",,,,,,,,"242","San Francisco","Apps","Week 2","8","A little too fast",
"7/1/2016 6:30:49","4","3","Intro",,"3",,,,,,,,"244","","","Week 2","8","A little too fast",
"7/1/2016 6:43:54","4","3","Intro",,"3",,,,,,,,"245","San Francisco","Apps, Explorer","Week 2","8","Just right",
"7/1/2016 7:02:22","4","5","Intro",,"2",,,,,,,,"246","San Francisco","Apps","Week 2","8","A little too fast",
"7/1/2016 6:27:37","4","3","Intro",,"4",,,,,,,,"248","San Francisco","Apps","Week 2","8","Just right",
"7/1/2016 6:31:09","4","3","Apps",,"4",,,,,,,,"259","San Francisco","Apps, Explorer","Week 2","8","Just right",
"7/1/2016 6:31:31","4","3","Apps",,"3",,,,,,,,"260","San Francisco","Apps","Week 2","8","Just right",
"7/1/2016 6:46:33","4","4","Apps",,"4",,,,,,,,"261","San Francisco","Apps","Week 2","8","Just right",
"7/1/2016 6:27:51","4","4","Apps",,"4",,,,,,,,"267","Los Angeles","Apps","Week 2","8","A little too fast",
"7/1/2016 6:30:01","4","4","Apps",,"4",,,,,,,,"272","San Francisco","Apps","Week 2","8","Just right",
"7/1/2016 6:30:05","4","3","Apps",,"4",,,,,,,,"273","San Francisco","Apps","Week 2","8","Just right",
"7/1/2016 6:33:55","4","4","Apps",,"3",,,,,,,,"274","San Francisco","Apps","Week 2","8","Just right",
"7/1/2016 6:36:10","4","3","Apps",,"3",,,,,,,,"279","San Francisco","Apps","Week 2","8","Just right",
"7/1/2016 6:41:54","4","4","Apps",,"4",,,,,,,,"280","Santa Clara","Apps","Week 2","8","Just right",
"7/1/2016 6:27:48","4","3","Apps",,"3",,,,,,,,"285","Atlanta","Apps","Week 2","8","Just right",
"7/1/2016 6:31:02","4","4","Apps",,"4",,,,,,,,"290","Washington DC","Apps","Week 1","8","Just right",
"7/1/2016 6:31:12","4","4","Games",,"4",,,,,,,,"293","Washington DC","Apps","Week 1","8","Just right",
"7/1/2016 6:36:15","4","3","Games",,"4",,,,,,,,"297","Washington DC","Apps, Explorer","Week 1","8","Just right",
"7/1/2016 16:35:14","4","4","Games",,"4",,,,,,,,"302","Washington DC","Apps","Week 1","8","A little too slow",
"7/1/2016 16:10:55","4","3","Games",,"3",,,,,,,,"306","New York City","Apps","Week 1","8","A little too slow",
"7/1/2016 17:00:26","4","4","Intro",,"4",,,,,,,,"308","San Francisco","Apps","Week 3","8","Just right",
"7/3/2016 14:53:37","4","3","Intro",,"3",,,,,,,,"311","San Francisco","Apps","Week 3","8","A little too fast",
"7/1/2016 15:35:19","4","3","Intro",,"3",,,,,,,,"312","San Francisco","Apps","Week 3","8","A little too fast",
"7/1/2016 15:51:23","4","3","Intro",,"4",,,,,,,,"320","San Francisco","Apps","Week 3","8","A little too fast",
"7/1/2016 16:07:02","5","3","Intro",,"3",,,,,,,,"321","Redwood City","Apps","Week 3","8","Just right",
"7/1/2016 16:07:26","5","3","Intro",,"3",,,,,,,,"325","Washington DC","Apps","Week 2","8","A little too fast",
"7/1/2016 16:08:19","5","3","Apps",,"3",,,,,,,,"326","Washington DC","Apps, Explorer","Week 2","8","A little too fast",
"7/1/2016 16:12:30","5","3","Apps",,"2",,,,,,,,"330","New York City","Apps","Week 1","8","A little too slow",
"7/1/2016 16:19:32","5","3","Games",,"3",,,,,,,,"331","New York City","Apps","Week 1","8","Just right",
"7/1/2016 16:21:07","5","3","Games",,"3",,,,,,,,"332","New York City","Apps","Week 1","8","A little too slow",
"7/1/2016 16:41:10","5","4","Apps",,"3",,,,,,,,"333","New York City","Games, Explorer","Week 1","8","Just right",
"7/1/2016 17:06:05","5","4","Apps",,"2",,,,,,,,"334","New York City","Games","Week 1","8","A little too slow",
"7/1/2016 17:18:27","5","3","Apps",,"5",,,,,,,,"335","New York City","Apps","Week 1","8","Just right",
"7/1/2016 19:06:08","5","4","Apps",,"5",,,,,,,,"341","New York City","Apps","Week 1","8","A little too fast",
"7/2/2016 0:32:56","5","4","Apps",,"3",,,,,,,,"342","New York City","Games","Week 1","8","A little too fast",
"7/1/2016 16:05:40","5","4","Apps",,"3",,,,,,,,"345","New York City","Games","Week 1","8","A little too fast",
"7/1/2016 16:07:13","5","2","Apps",,"3",,,,,,,,"352","Atlanta","Apps","Week 3","8","Just right",
"7/1/2016 16:07:24","5","3","Games",,"4",,,,,,,,"354","","","Week 1","8","Just right",
"7/1/2016 16:07:58","5","4","Games",,"3",,,,,,,,"355","Atlanta","Apps, Explorer","Week 3","8","Just right",
"7/1/2016 16:07:58","5","3","Games",,"3",,,,,,,,"359","New York City","Apps","Week 1","8","Just right",
"7/1/2016 16:08:49","5","2","Intro",,"3",,,,,,,,"360","New York City","Apps","Week 1","8","Just right",
"7/1/2016 16:10:20","5","3","Intro",,"4",,,,,,,,"362","Atlanta","Apps, Explorer","Week 3","8","Just right",
"7/1/2016 16:10:46","5","3","Intro",,"3",,,,,,,,"365","New York City","Apps","Week 1","8","Just right",
"7/1/2016 16:12:17","5","3","Intro",,"3",,,,,,,,"366","New York City","Games, Explorer","Week 1","8","Just right",
"7/1/2016 16:19:33","5","3","Apps",,"3",,,,,,,,"368","New York City","Games","Week 1","8","Just right",
"7/1/2016 16:22:03","4","3","Apps",,"4",,,,,,,,"370","New York City","Apps","Week 1","8","Just right",
"7/1/2016 16:10:34","3","3","Apps",,"5",,,,,,,,"372","San Francisco","Apps","Week 3","8","A little too fast",
"7/1/2016 16:23:13","4","3","Apps",,"4",,,,,,,,"378","Chicago","Apps","Week 3","8","A little too fast",
"7/1/2016 16:07:04","4",,"Apps",,"4",,,,,,,,"381","Chicago","Apps","Week 3","8","Just right",
"7/1/2016 16:15:04","4",,"Apps",,"4",,,,,,,,"382","Chicago","Apps","Week 3","8","Just right",
"7/1/2016 16:15:41","5",,"Games",,"3",,,,,,,,"384","Chicago","Apps, Explorer","Week 3","8","Just right",
"7/1/2016 16:16:13","5",,"Intro",,"3",,,,,,,,"387","San Francisco","VR","Week 3","8","A little too slow",
"7/1/2016 16:17:34","3",,"Intro",,"2",,,,,,,,"391","Santa Clara","Apps","Week 3","8","A little too fast",
"7/1/2016 16:18:02","3",,"Intro",,"3",,,,,,,,"392","Santa Clara","Apps","Week 3","8","Just right",
"7/1/2016 16:18:02","3",,"Apps",,"3",,,,,,,,"393","Santa Clara","Games","Week 3","8","Just right",
"7/1/2016 15:40:51","3",,"Apps",,"3",,,,,,,,"394","Santa Clara","Apps","Week 3","8","A little too fast",
"7/1/2016 15:38:22","4",,"Apps",,"4",,,,,,,,"396","Santa Clara","Games","Week 3","8","A little too slow",
"7/1/2016 15:40:24","4",,"Apps",,"3",,,,,,,,"399","Santa Clara","Apps, Explorer","Week 3","8","Just right",
"7/1/2016 15:40:28","4",,"Apps",,"4",,,,,,,,"401","Santa Clara","Games","Week 3","8","A little too slow",
"7/1/2016 15:42:15","4",,"Apps",,"4",,,,,,,,"404","Los Angeles","Apps","Week 3","8","Just right",
"7/1/2016 15:49:06","4",,"Apps",,"4",,,,,,,,"408","Los Angeles","Apps","Week 3","8","Just right",
"7/1/2016 15:50:59","4",,"Apps",,"4",,,,,,,,"410","Los Angeles","Games","Week 3","8","A little too fast",
"7/1/2016 16:20:36","4",,"Apps",,"2",,,,,,,,"413","Los Angeles","Apps","Week 3","8","A little too fast",
"7/1/2016 17:13:25","4",,"Apps",,"4",,,,,,,,"418","Los Angeles","Apps","Week 3","8","A little too fast",
"7/5/2016 9:48:32","4",,"Apps",,"5",,,,,,,,"423","","","Week 3","8","Just right",
"7/5/2016 16:07:37","4",,"Apps",,"3",,,,,,,,"424","San Francisco","Apps","Week 3","8","Just right",
"7/5/2016 16:10:40","4",,"Apps",,"3",,,,,,,,"425","Santa Clara","Apps","Week 3","8","A little too fast",
"7/5/2016 16:11:11","4",,"Apps",,"3",,,,,,,,"426","San Francisco","Apps, Explorer","Week 3","8","Just right",
"7/1/2016 16:24:01","4",,"Apps",,"3",,,,,,,,"427","Santa Clara","Games","Week 3","8","Just right",
"7/4/2016 18:31:39","4",,"Apps",,"3",,,,,,,,"430","San Francisco","Apps, Explorer","Week 3","8","Just right",
"7/5/2016 9:39:22","5",,"Apps",,"3",,,,,,,,"431","San Francisco","Games","Week 3","8","Just right",
"7/5/2016 10:15:27","5",,"Apps",,"2",,,,,,,,"433","San Francisco","Apps, Explorer","Week 3","8","Just right",
"7/5/2016 16:09:01","5",,"Apps",,"3",,,,,,,,"449","San Francisco","Apps, Explorer","Week 3","8","Just right",
"7/2/2016 12:45:15","5",,"Apps",,"3",,,,,,,,"450","San Francisco","Apps, Explorer","Week 3","8","Just right",
"7/2/2016 12:49:55","5",,"Apps",,"3",,,,,,,,"458","Washington DC","Apps","Week 2","8","Just right",
"7/5/2016 12:00:21","5",,"Apps",,"2",,,,,,,,"460","San Francisco","Apps","Week 3","8","A little too fast",
"7/1/2016 15:35:33","5",,"Apps",,"5",,,,,,,,"463","San Francisco","Apps, Explorer","Week 3","8","Just right",
"7/2/2016 21:55:49","5",,"Apps",,"4",,,,,,,,"468","Washington DC","Apps","Week 2","8","A little too fast",
"7/5/2016 11:30:35","5",,"Apps",,"4",,,,,,,,"469","Washington DC","Apps","Week 2","8","Just right",
"7/5/2016 18:24:11","5",,"Apps",,"3",,,,,,,,"471","San Francisco","Games","Week 3","8","A little too slow",
"7/1/2016 5:41:15","2",,"Apps",,"3",,,,,,,,"481","Oakland","Apps","Week 3","8","Just right",
"7/1/2016 8:52:52","3",,"Apps",,"3",,,,,,,,"488","New York City","Apps","Week 1","8","Just right",
"7/2/2016 7:49:54","3",,"Games",,"3",,,,,,,,"494","New York City","Apps","Week 1","8","Just right",
"7/3/2016 19:14:57","3",,"Games",,"4",,,,,,,,"498","New York City","Apps","Week 1","8","A little too fast",
"7/3/2016 19:21:48","4",,"Games",,"4",,,,,,,,"499","New York City","Apps","Week 1","8","Just right",
"7/3/2016 19:27:27","4",,"Games",,"#REF!",,,,,,,,"501","New York City","Apps, Explorer","Week 1","8","A little too fast",
"7/3/2016 20:00:26","4",,"Games",,"3",,,,,,,,"502","New York City","Apps","Week 1","8","Just right",
"7/4/2016 3:03:20","4",,"Games",,"3",,,,,,,,"504","New York City","Apps","Week 1","8","Just right",
"7/1/2016 13:27:56","4",,"Games",,"3",,,,,,,,"11","Atlanta","Apps, Explorer","Week 1","9","Just right",
"7/1/2016 13:29:33","4",,"Games",,"3",,,,,,,,"15","Redwood City","Apps","Week 1","9","Just right",
"7/1/2016 13:29:43","4",,"Games",,"3",,,,,,,,"27","Los Angeles","Games","Week 1","9","Just right",
"7/1/2016 13:30:28","4",,"Intro",,"3",,,,,,,,"30","Los Angeles","Apps","Week 1","9","Just right",
"7/1/2016 13:34:11","4",,"Intro",,"4",,,,,,,,"32","Los Angeles","Apps","Week 1","9","A little too fast",
"7/1/2016 13:35:20","4",,"Intro",,"3",,,,,,,,"33","Los Angeles","Games","Week 1","9","Just right",
"7/1/2016 16:35:14","4",,"Intro",,"3",,,,,,,,"56","San Francisco","VR","Week 1","9","Just right",
"7/1/2016 17:01:13","4",,"Intro",,"3",,,,,,,,"59","San Francisco","Apps","Week 1","9","Just right",
"7/2/2016 9:50:36","4",,"Intro",,"3",,,,,,,,"60","San Francisco","Apps","Week 1","9","Just right",
"7/1/2016 10:36:57","5",,"Intro",,"3",,,,,,,,"68","San Francisco","Apps","Week 1","9","Just right",
"7/1/2016 10:41:44","5",,"Intro",,"3",,,,,,,,"69","San Francisco","Apps","Week 1","9","Just right",
"7/1/2016 10:47:58","5",,"Intro",,"3",,,,,,,,"73","San Francisco","Apps","Week 1","9","Just right",
"7/1/2016 10:56:51","5",,"Intro",,"3",,,,,,,,"79","Santa Clara","Games, Explorer","Week 1","9","Just right",
"7/4/2016 23:02:16","5",,"Intro",,"4",,,,,,,,"82","Santa Clara","Apps","Week 1","9","A little too fast",
"7/1/2016 13:27:10","5",,"Intro",,"4",,,,,,,,"89","Santa Clara","Apps","Week 1","9","A little too fast",
"7/1/2016 13:28:59","5",,"Intro",,"4",,,,,,,,"93","Santa Clara","Games, Explorer","Week 1","9","Just right",
"7/1/2016 13:29:07","5",,"Intro",,"3",,,,,,,,"98","Santa Clara","Apps","Week 1","9","A little too fast",
"7/1/2016 13:29:40","5",,"Intro",,"5",,,,,,,,"102","Santa Clara","Apps","Week 1","9","Just right",
"7/1/2016 13:30:05","5",,"Intro",,"3",,,,,,,,"103","Santa Clara","Games","Week 1","9","Just right",
"7/1/2016 13:30:53","5",,"Intro",,"4",,,,,,,,"110","San Francisco","Games","Week 1","9","A little too fast",
"7/1/2016 13:31:04","4",,"Intro",,"4",,,,,,,,"111","Santa Clara","Games","Week 1","9","Just right",
"7/1/2016 13:39:46","4",,"VR",,"3",,,,,,,,"112","San Francisco","Apps","Week 1","9","A little too fast",
"7/1/2016 13:41:30","5",,"VR",,"3",,,,,,,,"113","San Francisco","Games","Week 1","9","A little too fast",
"7/1/2016 13:49:17","5",,"VR",,"3",,,,,,,,"128","San Francisco","Apps, Explorer","Week 1","9","Just right",
"7/1/2016 15:59:22","5",,"VR",,"3",,,,,,,,"131","San Francisco","Apps","Week 1","9","Just right",
"7/1/2016 15:59:54","5",,"VR",,"3",,,,,,,,"138","San Francisco","Apps, Explorer","Week 1","9","Just right",
"7/1/2016 16:02:57","5",,"VR",,"3",,,,,,,,"148","San Francisco","Apps","Week 1","9","Just right",
"7/1/2016 16:30:11","5",,"VR",,"4",,,,,,,,"156","Redwood City","Apps","Week 2","9","Just right",
"7/1/2016 16:32:24","5",,"Apps",,"4",,,,,,,,"167","Redwood City","Apps","Week 2","9","Just right",
"7/1/2016 17:51:29","3",,"Apps",,"4",,,,,,,,"168","Redwood City","Apps","Week 2","9","Just right",
"7/1/2016 9:46:04","4",,"Apps",,"4",,,,,,,,"169","Redwood City","Apps","Week 2","9","A little too fast",
"7/1/2016 9:47:30","4",,"Apps",,"3",,,,,,,,"171","Chicago","Apps","Week 2","9","A little too fast",
"7/1/2016 10:41:18","4",,"Apps",,"3",,,,,,,,"172","Chicago","Apps","Week 2","9","Just right",
"7/1/2016 10:41:34","4",,"Apps",,"3",,,,,,,,"178","Chicago","Apps, Explorer","Week 2","9","A little too fast",
"7/1/2016 10:45:47","4",,"Apps",,"3",,,,,,,,"179","Santa Clara","Games","Week 2","9","Way too slow",
"7/1/2016 13:12:22","4",,"Apps",,"2",,,,,,,,"182","Santa Clara","Games","Week 2","9","A little too slow",
"7/1/2016 13:19:07","4",,"Apps",,"3",,,,,,,,"183","Santa Clara","Apps, Explorer","Week 2","9","Just right",
"7/1/2016 13:25:54","4",,"Games",,"3",,,,,,,,"184","Santa Clara","Games","Week 2","9","Just right",
"7/1/2016 13:28:33","4",,"Games",,"4",,,,,,,,"188","Santa Clara","Games","Week 2","9","Just right",
"7/1/2016 13:29:01","4",,"Games",,"5",,,,,,,,"190","Santa Clara","Games","Week 2","9","A little too slow",
"7/1/2016 13:33:15","4",,"Games",,"3",,,,,,,,"191","Santa Clara","Games, Explorer","Week 2","9","Just right",
"7/1/2016 13:33:28","4",,"Intro",,"4",,,,,,,,"195","Santa Clara","Games, Explorer","Week 2","9","A little too fast",
"7/1/2016 13:29:47","5",,"Apps",,"4",,,,,,,,"197","Santa Clara","Apps","Week 2","9","A little too fast",
"7/1/2016 13:30:07","5",,"Apps",,"4",,,,,,,,"201","San Francisco","VR","Week 2","9","A little too slow",
"7/1/2016 13:32:18","5",,"Apps",,"5",,,,,,,,"204","San Francisco","VR","Week 2","9","Just right",
"7/1/2016 16:01:17","5",,"Apps",,"4",,,,,,,,"211","San Francisco","VR","Week 2","9","Just right",
"7/1/2016 16:02:10","5",,"Apps",,"3",,,,,,,,"215","Los Angeles","Apps","Week 2","9","A little too fast",
"7/1/2016 16:04:18","1",,"Apps",,"3",,,,,,,,"218","Los Angeles","Games","Week 2","9","Just right",
"7/1/2016 16:44:38","2",,"Apps",,"3",,,,,,,,"221","Los Angeles","Apps","Week 2","9","Just right",
"7/1/2016 9:41:30","2",,"Apps",,"3",,,,,,,,"225","Los Angeles","Games","Week 2","9","A little too slow",
"7/1/2016 10:43:14","5",,"Apps",,"4",,,,,,,,"228","Los Angeles","Apps","Week 2","9","A little too fast",
"7/1/2016 10:47:06","5",,"Apps",,"3",,,,,,,,"229","Santa Clara","Apps","Week 2","9","Just right",
"7/1/2016 10:47:57","5",,"Apps",,"3",,,,,,,,"230","Los Angeles","Games","Week 2","9","Just right",
"7/1/2016 13:25:32","5",,"Apps",,"3",,,,,,,,"231","Oakland","Apps","Week 2","9","Just right",
"7/1/2016 13:26:00","4",,"Apps",,"4",,,,,,,,"235","San Francisco","Apps, Explorer","Week 2","9","A little too slow",
"7/1/2016 13:28:10","3",,"Apps",,"4",,,,,,,,"240","San Francisco","Apps","Week 2","9","Just right",
"7/8/2016 10:31:27","3",,"Apps",,"3",,,,,,,,"241","","","Week 2","9","A little too fast",
"7/8/2016 13:45:52","3",,"Apps",,"4",,,,,,,,"243","San Francisco","Apps","Week 2","9","Just right",
"7/8/2016 13:47:42","4",,"Games",,"3",,,,,,,,"250","San Francisco","Games","Week 2","9","Just right",
"7/8/2016 13:47:59","4",,"Games",,"3",,,,,,,,"252","San Francisco","Apps","Week 2","9","Just right",
"7/8/2016 14:12:24","3",,"Games",,"4",,,,,,,,"262","San Francisco","Apps, Explorer","Week 2","9","A little too slow",
"7/8/2016 14:13:39","3",,"Games",,"3",,,,,,,,"264","San Francisco","Apps","Week 2","9","Just right",
"7/8/2016 6:21:11","3",,"Games",,"3",,,,,,,,"265","San Francisco","Apps","Week 2","9","A little too fast",
"7/8/2016 6:21:29","3",,"Intro",,"4",,,,,,,,"269","San Francisco","Games","Week 2","9","Just right",
"7/8/2016 6:21:35","3",,"Intro",,"3",,,,,,,,"271","Atlanta","Apps, Explorer","Week 2","9","Just right",
"7/8/2016 6:21:46","3",,"Intro",,"1",,,,,,,,"277","Santa Clara","Apps","Week 2","9","Just right",
"7/8/2016 6:22:10","3",,"Intro",,"3",,,,,,,,"278","San Francisco","Games","Week 2","9","A little too slow",
"7/8/2016 6:22:35","3",,"Intro",,"4",,,,,,,,"286","Atlanta","Apps, Explorer","Week 2","9","A little too fast",
"7/8/2016 6:22:50","3",,"Intro",,"3",,,,,,,,"288","Washington DC","Apps","Week 1","9","Just right",
"7/8/2016 6:23:09","3",,"Intro",,"3",,,,,,,,"298","Washington DC","Apps, Explorer","Week 1","9","Just right",
"7/8/2016 6:23:28","3",,"Apps",,"3",,,,,,,,"300","San Francisco","Games","Week 2","9","Just right",
"7/8/2016 6:23:49","3",,"Apps",,"3",,,,,,,,"301","San Francisco","Apps, Explorer","Week 2","9","Just right",
"7/8/2016 6:23:50","3",,"Apps",,"3",,,,,,,,"304","San Francisco","Games","Week 2","9","A little too slow",
"7/8/2016 6:24:25","3",,"Apps",,"2",,,,,,,,"309","San Francisco","Apps","Week 3","9","Just right",
"7/8/2016 6:26:03","3",,"Apps",,"4",,,,,,,,"310","San Francisco","Apps","Week 3","9","Just right",
"7/8/2016 6:26:30","3",,"Apps",,"3",,,,,,,,"313","Redwood City","Apps","Week 3","9","Just right",
"7/8/2016 6:26:40","4",,"Apps",,"4",,,,,,,,"315","Redwood City","Apps","Week 3","9","A little too fast",
"7/8/2016 6:26:49","4",,"Games",,"3",,,,,,,,"316","Redwood City","Apps","Week 3","9","Just right",
"7/8/2016 6:27:01","4",,"Games",,"3",,,,,,,,"323","Washington DC","Apps, Explorer","Week 2","9","Just right",
"7/8/2016 6:27:14","4",,"Games",,"3",,,,,,,,"324","Washington DC","Apps","Week 2","9","A little too slow",
"7/8/2016 6:27:31","4",,"Games",,"4",,,,,,,,"328","Redwood City","Apps","Week 3","9","Just right",
"7/8/2016 6:27:49","4",,"Intro",,"3",,,,,,,,"337","New York City","Games","Week 1","9","Just right",
"7/8/2016 6:28:49","4",,"Intro",,"4",,,,,,,,"361","Atlanta","Apps, Explorer","Week 3","9","Just right",
"7/8/2016 6:28:56","4",,"Intro",,"4",,,,,,,,"367","San Francisco","VR","Week 3","9","Just right",
"7/8/2016 6:29:05","4",,"Apps",,"4",,,,,,,,"373","Chicago","Apps","Week 3","9","Just right",
"7/8/2016 6:33:10","4",,"Apps",,"3",,,,,,,,"379","Chicago","Apps, Explorer","Week 3","9","Just right",
"7/8/2016 6:36:23","4",,"Intro",,"4",,,,,,,,"388","Santa Clara","Apps","Week 3","9","Just right",
"7/8/2016 6:36:36","4",,"Apps",,"3",,,,,,,,"389","Santa Clara","Apps","Week 3","9","Just right",
"7/8/2016 6:38:24","4",,"Apps",,"4",,,,,,,,"390","Santa Clara","Games","Week 3","9","Just right",
"7/8/2016 12:14:54","4",,"Games",,"1",,,,,,,,"395","Santa Clara","Apps, Explorer","Week 3","9","A little too fast",
"7/8/2016 15:56:20","4",,"Intro",,"3",,,,,,,,"398","Santa Clara","Apps, Explorer","Week 3","9","Just right",
"7/8/2016 16:02:55","4",,"Apps",,"3",,,,,,,,"403","Santa Clara","Apps","Week 3","9","Just right",
"7/8/2016 16:19:51","4",,"Games",,"2",,,,,,,,"405","Los Angeles","Apps","Week 3","9","A little too slow",
"7/8/2016 16:34:12","4",,"Intro",,"3",,,,,,,,"415","Los Angeles","Apps","Week 3","9","Just right",
"7/8/2016 16:39:27","4",,"Games",,"3",,,,,,,,"419","Santa Clara","Games, Explorer","Week 3","9","Just right",
"7/8/2016 16:46:21","4",,"Apps",,"4",,,,,,,,"420","Los Angeles","Games","Week 3","9","Just right",
"7/8/2016 17:33:28","4",,"Apps",,"4",,,,,,,,"421","Santa Clara","Games, Explorer","Week 3","9","A little too fast",
"7/9/2016 14:23:38","4",,"Games",,"5",,,,,,,,"432","Santa Clara","Apps","Week 3","9","Just right",
"7/10/2016 20:55:08","4",,"Apps",,"3",,,,,,,,"434","Santa Clara","Apps","Week 3","9","Just right",
"7/8/2016 15:58:04","4",,"Apps",,"3",,,,,,,,"435","San Francisco","Games","Week 3","9","Just right",
"7/8/2016 16:08:03","4",,"Games",,"4",,,,,,,,"439","San Francisco","Apps, Explorer","Week 3","9","Just right",
"7/8/2016 15:55:12","4",,"Games",,"2",,,,,,,,"442","San Francisco","Apps, Explorer","Week 3","9","A little too fast",
"7/8/2016 15:56:10","4",,"Intro",,"3",,,,,,,,"445","San Francisco","Games","Week 3","9","Just right",
"7/8/2016 15:58:45","4",,"Apps",,"3",,,,,,,,"454","San Francisco","VR","Week 3","9","Just right",
"7/8/2016 16:40:17","5",,"Games",,"3",,,,,,,,"456","San Francisco","VR","Week 3","9","A little too fast",
"7/8/2016 18:34:39","5",,"Intro",,"3",,,,,,,,"457","San Francisco","Apps","Week 3","9","Just right",
"7/9/2016 8:14:45","5",,"Apps",,"3",,,,,,,,"461","San Francisco","Apps","Week 3","9","Just right",
"7/8/2016 16:23:15","5",,"Apps",,"3",,,,,,,,"464","San Francisco","Apps","Week 3","9","Just right",
"7/8/2016 16:27:30","5",,"Intro",,"4",,,,,,,,"466","San Francisco","Games","Week 3","9","Just right",
"7/8/2016 17:18:49","5",,"Games",,"4",,,,,,,,"470","San Francisco","Apps","Week 3","9","A little too fast",
"7/8/2016 19:14:34","5",,"Games",,"3",,,,,,,,"473","Oakland","Apps","Week 3","9","Just right",
"7/11/2016 12:10:26","5",,"Apps",,"3",,,,,,,,"477","Oakland","Apps","Week 3","9","Just right",
"7/11/2016 12:39:56","5",,"Apps",,"3",,,,,,,,"479","San Francisco","Apps, Explorer","Week 3","9","A little too fast",
