Timestamp,How would you rate your overall satisfaction with the Summer Academy this week?,How well are the tutorials paced?,What track are you in?,,How well is the schedule paced?,#,How likely is it that you would recommend the Make School Summer Academy to a friend?,location,track,Start Date (UTC),Submit Date (UTC),Network ID,﻿ID,Location,Track,Week,Rating (Num),Schedule Pacing
"7/8/2016 7:36:11","5",,"Apps",,"5",,,,,,,,"480","Santa Clara","Games, Explorer","Week 3","9","Just right",
"7/8/2016 22:05:05","5",,"Apps",,"3",,,,,,,,"485","San Francisco","Games","Week 3","9","Just right",
"7/8/2016 12:52:08","5",,"Apps",,"3",,,,,,,,"487","New York City","Apps","Week 1","9","Just right",
"7/9/2016 15:22:45","5",,"Apps",,"3",,,,,,,,"490","New York City","Apps","Week 1","9","Just right",
"7/8/2016 21:26:01","5",,"Apps",,"3",,,,,,,,"492","New York City","Apps","Week 1","9","A little too slow",
"7/8/2016 13:52:01","4",,"Apps",,"4",,,,,,,,"495","New York City","Apps","Week 1","9","Just right",
"7/8/2016 14:00:28","4",,"Apps",,"5",,,,,,,,"500","New York City","Games, Explorer","Week 1","9","Just right",
"7/8/2016 14:42:40","4",,"Apps",,"4",,,,,,,,"12","Atlanta","Apps","Week 1","10","Just right",
"7/8/2016 14:03:46","4",,"Games",,"4",,,,,,,,"13","Atlanta","Apps, Explorer","Week 1","10","Just right",
"7/8/2016 16:40:10","4",,"Games",,"3",,,,,,,,"17","Redwood City","Apps","Week 1","10","Just right",
"7/8/2016 13:58:12","5",,"Intro",,"3",,,,,,,,"19","Redwood City","Apps","Week 1","10","Just right",
"7/8/2016 13:53:19","4",,"Intro",,"4",,,,,,,,"22","Redwood City","Apps","Week 1","10","Just right",
"7/8/2016 15:59:30","5",,"Intro",,"3",,,,,,,,"24","Redwood City","Apps","Week 1","10","A little too fast",
"7/8/2016 16:11:32","4",,"Intro",,"3",,,,,,,,"34","Los Angeles","Apps","Week 1","10","Just right",
"7/8/2016 12:49:05","5",,"Intro",,"3",,,,,,,,"42","Chicago","Apps","Week 1","10","Just right",
"7/8/2016 12:49:16","4",,"Intro",,"3",,,,,,,,"43","Chicago","Apps, Explorer","Week 1","10","Just right",
"7/8/2016 12:47:42","4",,"VR",,"3",,,,,,,,"44","Chicago","Apps","Week 1","10","A little too fast",
"7/8/2016 12:43:44","4",,"VR",,"3",,,,,,,,"49","San Francisco","VR","Week 1","10","Just right",
"7/8/2016 13:55:51","5",,"VR",,"3",,,,,,,,"50","San Francisco","VR","Week 1","10","A little too slow",
"7/8/2016 14:02:54","4",,"VR",,"3",,,,,,,,"51","San Francisco","VR","Week 1","10","A little too fast",
"7/8/2016 14:29:22","4",,"Intro",,"3",,,,,,,,"52","San Francisco","VR","Week 1","10","Just right",
"7/9/2016 17:05:33","4",,"Intro",,"3",,,,,,,,"54","San Francisco","VR","Week 1","10","Just right",
"7/8/2016 16:55:21","4",,"Games",,"3",,,,,,,,"57","San Francisco","VR","Week 1","10","Just right",
"7/8/2016 16:08:13","4",,"Apps",,"3",,,,,,,,"64","San Francisco","Apps","Week 1","10","Just right",
"7/8/2016 13:56:39","4",,"Games",,"4",,,,,,,,"66","San Francisco","Apps","Week 1","10","Just right",
"7/8/2016 14:03:35","5",,"Apps",,"3",,,,,,,,"70","San Francisco","Apps","Week 1","10","Just right",
"7/8/2016 13:51:14","4",,"Apps",,"3",,,,,,,,"71","San Francisco","Apps","Week 1","10","Just right",
"7/8/2016 12:41:10","4",,"Apps",,"2",,,,,,,,"76","Oakland","Apps, Explorer","Week 1","10","Just right",
"7/8/2016 12:41:13","5",,"Apps",,"3",,,,,,,,"97","Santa Clara","Apps, Explorer","Week 1","10","A little too fast",
"7/8/2016 12:41:51","4",,"Apps",,"3",,,,,,,,"106","San Francisco","Games","Week 1","10","Just right",
"7/8/2016 12:43:35","4",,"Apps",,"3",,,,,,,,"108","Santa Clara","Apps","Week 1","10","A little too fast",
"7/8/2016 12:45:11","5",,"Apps",,"3",,,,,,,,"116","San Francisco","Games","Week 1","10","Just right",
"7/8/2016 12:47:39","3",,"Apps",,"4",,,,,,,,"119","San Francisco","Games","Week 1","10","Just right",
"7/8/2016 13:01:58","5",,"Apps",,"4",,,,,,,,"120","San Francisco","Games","Week 1","10","A little too fast",
"7/10/2016 23:44:41","5",,"Games",,"3",,,,,,,,"123","San Francisco","Games","Week 1","10","A little too slow",
"","4",,"Games",,"3",,,,,,,,"127","San Francisco","Games","Week 1","10","Just right",
"7/8/2016 16:41:06","5",,"Games",,"5",,,,,,,,"129","Oakland","Apps","Week 1","10","Just right",
"7/8/2016 13:07:39","5",,"Intro",,"3",,,,,,,,"139","Oakland","Apps","Week 1","10","A little too slow",
"7/8/2016 12:45:02","4",,"Apps",,"3",,,,,,,,"149","Los Angeles","Apps","Week 1","10","Just right",
"7/15/2016 13:20:35","3",,"Games",,"3",,,,,,,,"151","Los Angeles","Apps","Week 1","10","Just right",
"7/15/2016 13:22:22","5",,"Games",,"2",,,,,,,,"152","Los Angeles","Apps","Week 1","10","Just right",
"7/15/2016 14:35:15","3",,"Games",,"3",,,,,,,,"160","Redwood City","Apps","Week 2","10","Just right",
"7/15/2016 15:05:10","1",,"Apps",,"5",,,,,,,,"174","Chicago","Apps","Week 2","10","A little too fast",
"7/15/2016 15:12:36","5",,"Games",,"3",,,,,,,,"187","Santa Clara","Apps","Week 2","10","A little too fast",
"7/15/2016 16:59:37","5",,"Apps",,"4",,,,,,,,"203","San Francisco","VR","Week 2","10","A little too slow",
"7/15/2016 17:10:52","3",,"Apps",,"3",,,,,,,,"205","San Francisco","VR","Week 2","10","A little too fast",
"7/15/2016 19:32:26","5",,"Games",,"3",,,,,,,,"206","San Francisco","VR","Week 2","10","Just right",
"7/15/2016 6:28:26","5",,"Intro",,"3",,,,,,,,"207","San Francisco","VR","Week 2","10","Just right",
"7/15/2016 6:29:53","5",,"Intro",,"2",,,,,,,,"208","San Francisco","VR","Week 2","10","Just right",
"7/15/2016 6:30:09","5",,"Intro",,"3",,,,,,,,"213","Los Angeles","Apps","Week 2","10","A little too slow",
"7/15/2016 6:30:24","5",,"Intro",,"3",,,,,,,,"214","Los Angeles","Apps","Week 2","10","Just right",
"7/15/2016 6:31:29","4",,"Intro",,"3",,,,,,,,"216","Los Angeles","Apps","Week 2","10","Just right",
"7/15/2016 6:31:36","4",,"Intro",,"3",,,,,,,,"227","Santa Clara","Apps, Explorer","Week 2","10","A little too fast",
"7/15/2016 6:32:19","4",,"Intro",,"3",,,,,,,,"237","Atlanta","Apps","Week 2","10","Just right",
"7/15/2016 6:36:55","5",,"Games",,"4",,,,,,,,"238","San Francisco","Apps","Week 2","10","Just right",
"7/15/2016 6:37:43","5",,"Average:",,"3",,,,,,,,"256","San Francisco","Apps, Explorer","Week 2","10","A little too fast",
"7/15/2016 6:57:30","5",,"Apps",,"3",,,,,,,,"263","San Francisco","Apps","Week 2","10","A little too fast",
"7/15/2016 7:03:28","4",,"Games",,"4",,,,,,,,"281","Chicago","Apps","Week 2","10","Just right",
"7/15/2016 7:30:38","1",,"Intro",,"4",,,,,,,,"282","San Francisco","Games","Week 2","10","Just right",
"7/15/2016 7:37:15","4",,"Apps",,"4",,,,,,,,"283","Atlanta","Apps","Week 2","10","Just right",
"7/15/2016 7:47:54","3",,"Apps",,"3",,,,,,,,"284","Atlanta","Apps, Explorer","Week 2","10","A little too fast",
"7/15/2016 10:11:32","4",,"Apps",,"3",,,,,,,,"291","Washington DC","Apps","Week 1","10","Just right",
"7/15/2016 10:18:52","4",,"Apps",,"3",,,,,,,,"292","Washington DC","Apps, Explorer","Week 1","10","Just right",
"7/15/2016 15:26:38","5",,"Games",,"3",,,,,,,,"296","Washington DC","Apps","Week 1","10","Just right",
"7/15/2016 15:31:37","5",,"Intro",,"3",,,,,,,,"303","Oakland","Apps","Week 2","10","A little too fast",
"7/15/2016 15:32:59","5",,"Apps",,"4",,,,,,,,"317","Redwood City","Apps","Week 3","10","Just right",
"7/15/2016 16:18:00","4",,"Apps",,"3",,,,,,,,"322","Washington DC","Apps, Explorer","Week 2","10","Just right",
"7/15/2016 16:19:09","4",,"Apps",,"4",,,,,,,,"338","New York City","Apps","Week 1","10","A little too fast",
"7/15/2016 16:21:25","4",,"Apps",,"3",,,,,,,,"348","San Francisco","VR","Week 3","10","Just right",
"7/15/2016 17:34:39","5",,"Apps",,"3",,,,,,,,"351","Atlanta","Apps","Week 3","10","Just right",
"7/15/2016 20:20:33","4",,"Games",,"3",,,,,,,,"356","","","Week 1","10","Just right",
"7/15/2016 20:39:49","3",,"Apps",,"3",,,,,,,,"357","New York City","Apps","Week 1","10","Just right",
"7/16/2016 12:46:10","4",,"Games",,"3",,,,,,,,"358","New York City","Apps","Week 1","10","Just right",
"7/17/2016 16:27:57","3",,"Apps",,"2",,,,,,,,"363","Atlanta","Apps","Week 3","10","Just right",
"7/15/2016 15:30:54","3",,"Apps",,"3",,,,,,,,"364","Atlanta","Apps, Explorer","Week 3","10","Just right",
"7/15/2016 15:54:54","5",,"Apps",,"3",,,,,,,,"369","San Francisco","VR","Week 3","10","A little too fast",
"7/15/2016 19:08:37","5",,"Apps",,"3",,,,,,,,"371","Atlanta","Apps","Week 3","10","Just right",
"7/16/2016 9:18:45","4",,"Apps",,"3",,,,,,,,"374","Chicago","Apps","Week 3","10","A little too fast",
"7/17/2016 17:05:09","5",,"Apps",,"3",,,,,,,,"376","Chicago","Apps","Week 3","10","Just right",
"7/14/2016 14:05:15","5",,"Apps",,"3",,,,,,,,"377","Chicago","Apps","Week 3","10","Just right",
"7/14/2016 14:06:20","4",,"Apps",,"3",,,,,,,,"383","San Francisco","VR","Week 3","10","Just right",
"7/14/2016 15:04:21","5",,"Apps",,"3",,,,,,,,"386","San Francisco","VR","Week 3","10","Just right",
"7/14/2016 15:47:33","5",,"Apps",,"3",,,,,,,,"402","Santa Clara","Apps","Week 3","10","Just right",
"7/15/2016 15:15:37","5",,"Apps",,"4",,,,,,,,"406","Los Angeles","Games","Week 3","10","Just right",
"7/15/2016 16:03:37","3",,"Apps",,"3",,,,,,,,"407","Los Angeles","Apps","Week 3","10","Just right",
"7/15/2016 16:05:04","3",,"Apps",,"3",,,,,,,,"409","Los Angeles","Apps","Week 3","10","Just right",
"7/15/2016 16:20:07","4",,"Games",,"4",,,,,,,,"411","Los Angeles","Apps","Week 3","10","Just right",
"7/16/2016 13:12:50","4",,"Games",,"3",,,,,,,,"412","Los Angeles","Games","Week 3","10","Just right",
"7/17/2016 21:45:33","4",,"Games",,"5",,,,,,,,"414","Los Angeles","Apps","Week 3","10","Just right",
"7/19/2016 11:46:56","4",,"Games",,"2",,,,,,,,"417","Los Angeles","Apps","Week 3","10","Just right",
"7/15/2016 17:02:43","4",,"Games",,"3",,,,,,,,"422","San Francisco","Apps, Explorer","Week 3","10","A little too fast",
"7/16/2016 18:46:18","4",,"Intro",,"4",,,,,,,,"428","Los Angeles","Apps","Week 3","10","Just right",
"7/18/2016 8:27:48","4",,"Intro",,"4",,,,,,,,"436","San Francisco","Games","Week 3","10","Just right",
"7/18/2016 8:35:24","4",,"Intro",,"4",,,,,,,,"437","San Francisco","Apps","Week 3","10","Just right",
"7/15/2016 2:45:00","4",,"Intro",,"3",,,,,,,,"440","San Francisco","Games","Week 3","10","Just right",
"7/15/2016 2:45:11","4",,"Intro",,"3",,,,,,,,"444","San Francisco","Apps","Week 3","10","Just right",
"7/15/2016 2:48:37","4",,"Intro",,"4",,,,,,,,"447","San Francisco","Apps","Week 3","10","Just right",
"7/15/2016 2:53:18","#REF!",,"Intro",,"3",,,,,,,,"448","San Francisco","Games","Week 3","10","A little too fast",
"7/15/2016 2:56:09","5",,"Intro",,"3",,,,,,,,"451","San Francisco","Apps, Explorer","Week 3","10","Just right",
"7/15/2016 4:37:33","5",,"Intro",,"5",,,,,,,,"453","San Francisco","Apps","Week 3","10","Just right",
"7/15/2016 19:59:23","5",,"Intro",,"3",,,,,,,,"462","San Francisco","Apps","Week 3","10","Just right",
"7/15/2016 20:46:14","5",,"Intro",,"3",,,,,,,,"474","Washington DC","Apps","Week 2","10","Just right",
"7/17/2016 19:06:22","5",,"VR",,"3",,,,,,,,"475","Oakland","Apps","Week 3","10","Just right",
"7/15/2016 13:30:19","5",,"VR",,"3",,,,,,,,"478","Santa Clara","Apps","Week 3","10","Just right",
"7/15/2016 13:31:54","5",,"VR",,"3",,,,,,,,"483","Santa Clara","Apps","Week 3","10","A little too fast",
"7/15/2016 13:35:36","3",,"VR",,"3",,,,,,,,"491","New York City","Apps","Week 1","10","Just right",
"7/15/2016 13:58:34","4",,"Apps",,"3",,,,,,,,"493","New York City","Apps, Explorer","Week 1","10","Just right",
"7/15/2016 14:01:42","4",,"Apps",,"4",,,,,,,,"496","New York City","Apps, Explorer","Week 1","10","Just right",
"7/15/2016 14:09:14","4",,"Apps",,"2",,,,,,,,"503","New York City","Apps, Explorer","Week 1","10","Just right",
"7/15/2016 14:10:40","5",,"Apps",,"3",,,,,,,,"505","Los Angeles","Apps","Week 3","9","A little too fast",
"7/15/2016 14:15:40","5",,"Apps",,"5",,,,,,,,"506","New York City","Apps","Week 1","7","Just right",
"7/15/2016 14:26:18","4",,"Apps",,"2",,,,,,,,"507","New York City","Apps","Week 1","7","Just right",
"7/15/2016 15:54:39","4",,"Apps",,"3",,,,,,,,"508","Santa Clara","Apps, Explorer","Week 3","8","Just right",
"7/15/2016 15:54:51","4",,"Apps",,"3",,,,,,,,"509","Oakland","Apps, Explorer","Week 3","7","Just right",
"7/15/2016 15:55:54","4",,"Apps",,"3",,,,,,,,"510","Oakland","Apps","Week 3","10","A little too fast",
"7/15/2016 15:55:56","4",,"Apps",,"3",,,,,,,,"511","Santa Clara","Games","Week 3","7","Just right",
"7/15/2016 15:56:10","5",,"Apps",,"3",,,,,,,,"512","San Francisco","Apps","Week 3","9","Just right",
"7/15/2016 15:56:18","4",,"Apps",,"3",,,,,,,,"513","Oakland","Apps","Week 3","8","A little too fast",
"7/15/2016 15:57:37","5",,"Apps",,"3",,,,,,,,"514","San Francisco","Games","Week 3","8","Just right",
"7/15/2016 15:57:50","4",,"Apps",,"3",,,,,,,,"515","San Francisco","Apps","Week 3","7","A little too fast",
"7/15/2016 15:58:36","4",,"Apps",,"1",,,,,,,,"516","San Francisco","Apps, Explorer","Week 3","7","Just right",
"7/15/2016 15:58:47","5",,"Apps",,"3",,,,,,,,"517","San Francisco","Games","Week 3","8","Just right",
"7/15/2016 16:03:01","4",,"Apps",,"3",,,,,,,,"518","San Francisco","Games","Week 3","10","Just right",
"7/15/2016 16:06:23","4",,"Apps",,"3",,,,,,,,"519","San Francisco","Games","Week 3","10","A little too slow",
"7/15/2016 16:21:10","4",,"Apps",,"3",,,,,,,,"520","San Francisco","Games","Week 3","10","A little too slow",
"7/15/2016 16:23:07","5",,"Apps",,"3",,,,,,,,"521","Oakland","Apps, Explorer","Week 3","10","Just right",
"7/15/2016 16:55:20","4",,"Apps",,"4",,,,,,,,"522","San Francisco","Apps","Week 3","10","Just right",
"7/15/2016 17:11:41","4",,"Apps",,"4",,,,,,,,"523","New York City","Games","Week 1","9","Just right",
"7/17/2016 9:52:10","3",,"Apps",,"2",,,,,,,,"524","San Francisco","Apps","Week 3","8","A little too fast",
"7/18/2016 10:35:56","4",,"Apps",,"3",,,,,,,,"525","San Francisco","Apps","Week 3","9","Just right",
"7/15/2016 13:56:01","3",,"Apps",,"4",,,,,,,,"526","San Francisco","Apps","Week 3","8","Just right",
"7/15/2016 13:56:03","4",,"Apps",,"3",,,,,,,,"527","San Francisco","Games","Week 3","9","A little too fast",
"7/15/2016 13:58:40","5",,"Apps",,"3",,,,,,,,"528","San Francisco","Apps","Week 3","10","Just right",
"7/15/2016 14:00:09","4",,"Games",,"3",,,,,,,,"529","Oakland","Apps","Week 3","9","A little too fast",
"7/15/2016 14:00:41","4",,"Games",,"3",,,,,,,,"530","San Francisco","Games","Week 3","10","Just right",
"7/15/2016 15:51:03","5",,"Games",,"3",,,,,,,,"531","San Francisco","Apps, Explorer","Week 3","7","Just right",
"7/15/2016 15:57:04","4",,"Games",,"3",,,,,,,,"533","Santa Clara","Games","Week 3","10","Just right",
"7/15/2016 15:58:21","4",,"Games",,"3",,,,,,,,"534","New York City","Apps, Explorer","Week 1","8","Just right",
"7/15/2016 14:03:03","5",,"Games",,"4",,,,,,,,"535","New York City","Games, Explorer","Week 1","10","Just right",
"7/21/2016 21:57:59","5",,"Games",,"3",,,,,,,,"536","","","Week 2","7","A little too fast",
"7/21/2016 21:59:37","5",,"Games",,"3",,,,,,,,"537","Washington DC","Apps","Week 2","10","A little too fast",
"7/21/2016 22:01:53","5",,"Intro",,"1",,,,,,,,"538","","","Week 1","7","Just right",
"7/22/2016 16:15:37","3",,"Games",,"3",,,,,,,,"539","Washington DC","Apps, Explorer","Week 2","6","Just right",
"7/22/2016 16:16:07","4",,"Intro",,"3",,,,,,,,"541","San Francisco","VR","Week 3","8","Just right",
"7/22/2016 16:16:20","3",,"Intro",,"3",,,,,,,,"542","New York City","Apps","Week 1","7","Just right",
"7/22/2016 16:17:04","4",,"Games",,"3",,,,,,,,"543","New York City","Apps","Week 1","8","Just right",
"7/22/2016 16:17:09","4",,"Intro",,"5",,,,,,,,"544","San Francisco","VR","Week 3","10","Just right",
"7/22/2016 16:18:23","3",,"Games",,"3",,,,,,,,"546","Santa Clara","Apps","Week 3","8","Just right",
"7/22/2016 16:18:45","4",,"Intro",,"3",,,,,,,,"547","San Francisco","Games","Week 2","9","Just right",
"7/22/2016 16:19:58","5",,"Games",,"4",,,,,,,,"548","New York City","Apps","Week 1","8","Just right",
"7/22/2016 16:20:25","4",,"Games",,"3",,,,,,,,"549","San Francisco","Apps","Week 3","9","Just right",
"7/22/2016 16:20:30","5",,"Intro",,"3",,,,,,,,"550","Hong Kong","Apps, Explorer","Week 1","7","A little too fast",
"7/22/2016 16:23:12","5",,"Games",,"4",,,,,,,,"551","Hong Kong","Apps, Explorer","Week 1","8","Just right",
"7/22/2016 16:23:19","4",,"Games",,"3",,,,,,,,"552","Hong Kong","Apps, Explorer","Week 1","7","A little too fast",
"7/22/2016 13:29:33","3",,"Apps",,"3",,,,,,,,"553","Hong Kong","Apps, Explorer","Week 1","5","Just right",
"7/22/2016 13:35:20","3",,"Apps",,"3",,,,,,,,"554","Hong Kong","Apps","Week 1","9","A little too slow",
"7/22/2016 13:36:39","4",,"Apps",,"3",,,,,,,,"555","Hong Kong","Apps, Explorer","Week 1","7","Just right",
"7/22/2016 13:37:15","4",,"Apps",,"3",,,,,,,,"556","Santa Clara","Apps","Week 4","8","Just right",
"7/22/2016 13:40:21","3",,"Apps",,"3",,,,,,,,"557","Santa Clara","Apps, Explorer","Week 4","8","Just right",
"7/22/2016 13:44:52","4",,"Apps",,"3",,,,,,,,"558","Santa Clara","Apps, Explorer","Week 4","8","Just right",
"7/22/2016 13:50:50","3",,"Games",,"3",,,,,,,,"559","Santa Clara","Apps","Week 4","9","Just right",
"7/22/2016 13:50:50","4",,"Apps",,"3",,,,,,,,"560","Santa Clara","Apps","Week 4","7","Just right",
"7/22/2016 13:51:22","4",,"Apps",,"4",,,,,,,,"561","Santa Clara","Apps","Week 4","5","Just right",
"7/22/2016 13:51:35","3",,"Games",,"4",,,,,,,,"562","Santa Clara","Apps","Week 4","9","Just right",
"7/22/2016 13:51:36","4",,"Apps",,"4",,,,,,,,"563","Santa Clara","Apps","Week 4","7","A little too fast",
"7/22/2016 13:51:44","2",,"Games",,"3",,,,,,,,"564","Santa Clara","Apps","Week 4","7","Just right",
"7/22/2016 13:52:05","3",,"Intro",,"3",,,,,,,,"565","Santa Clara","Apps","Week 4","10","Just right",
"7/22/2016 13:52:19","4",,"Apps",,"4",,,,,,,,"566","Santa Clara","Games, Explorer","Week 4","10","Just right",
"7/22/2016 13:52:41","4",,"Games",,"3",,,,,,,,"567","Redwood City","Apps","Week 4","9","Just right",
"7/22/2016 13:53:19","5",,"Apps",,"3",,,,,,,,"568","Redwood City","Apps","Week 4","10","Just right",
"7/22/2016 13:53:31","4",,"Games",,"3",,,,,,,,"569","Redwood City","Apps","Week 4","7","Just right",
"7/22/2016 13:53:56","4",,"Apps",,"4",,,,,,,,"570","Redwood City","Apps","Week 4","9","Just right",
"7/22/2016 13:54:46","4",,"Games",,"3",,,,,,,,"571","Redwood City","Apps","Week 4","10","Just right",
"7/22/2016 13:54:52","4",,"Apps",,"3",,,,,,,,"572","Redwood City","Apps","Week 4","8","Just right",
"7/22/2016 13:57:13","4",,"Games",,"5",,,,,,,,"573","Redwood City","Apps","Week 4","9","Just right",
"7/22/2016 1:30:17","3",,"Apps",,"3",,,,,,,,"575","Washington DC","Apps","Week 3","8","Just right",
"7/22/2016 1:36:59","4",,"Apps",,"3",,,,,,,,"576","Washington DC","Apps, Explorer","Week 3","9","A little too fast",
"7/22/2016 1:42:08","5",,"Apps",,"5",,,,,,,,"577","Washington DC","Apps","Week 3","7","A little too fast",
"7/22/2016 1:49:13","4",,"Apps",,"3",,,,,,,,"578","Washington DC","Apps","Week 3","9","Just right",
"7/22/2016 1:50:35","5",,"Apps",,"3",,,,,,,,"579","","","Week 2","10","A little too fast",
"7/22/2016 3:08:20","3",,"Apps",,"3",,,,,,,,"580","New York City","Apps","Week 2","10","Just right",
"7/22/2016 19:26:57","4",,"Apps",,"4",,,,,,,,"581","","","Week 2","4","A little too fast",
"7/22/2016 22:37:46","4",,"Apps",,"3",,,,,,,,"582","New York City","Apps","Week 2","7","A little too fast",
"7/23/2016 18:59:21","4",,"Apps",,"3",,,,,,,,"583","New York City","Apps","Week 2","8","Just right",
"7/23/2016 23:28:39","4",,"Apps",,"3",,,,,,,,"584","New York City","Apps","Week 2","8","Just right",
"7/24/2016 11:16:24","5",,"Apps",,"3",,,,,,,,"585","New York City","Apps","Week 2","5","Just right",
"7/22/2016 12:52:43","5",,"Apps",,"3",,,,,,,,"586","New York City","Apps","Week 2","8","A little too fast",
"7/22/2016 12:53:47","5",,"Apps",,"2",,,,,,,,"587","","","Week 2","8","Just right",
"7/23/2016 14:14:16","4",,"Games",,"3",,,,,,,,"588","New York City","Apps","Week 2","9","A little too slow",
"7/22/2016 14:37:17","5",,"Games",,"3",,,,,,,,"589","New York City","Apps","Week 2","10","Just right",
"7/22/2016 12:49:36","5",,"Games",,"3",,,,,,,,"590","New York City","Apps","Week 2","8","A little too slow",
"7/22/2016 12:50:23","4",,"Games",,"2",,,,,,,,"591","New York City","Apps","Week 2","9","A little too slow",
"7/22/2016 12:53:36","5",,"Games",,"3",,,,,,,,"592","New York City","Apps","Week 2","6","Just right",
"7/22/2016 13:11:42","5",,"Games",,"3",,,,,,,,"593","New York City","Apps","Week 2","8","Just right",
"7/22/2016 14:03:30","4",,"Intro",,"3",,,,,,,,"594","New York City","Apps","Week 2","9","A little too slow",
"7/22/2016 14:25:23","4",,"Intro",,"3",,,,,,,,"595","New York City","Games, Explorer","Week 2","9","Just right",
"7/22/2016 14:54:14","4",,"Intro",,"3",,,,,,,,"596","New York City","Apps","Week 2","8","Just right",
"7/22/2016 14:26:04","5",,"Intro",,"4",,,,,,,,"597","New York City","Games","Week 2","9","Just right",
"7/22/2016 12:45:30","5",,"Intro",,"4",,,,,,,,"598","New York City","Games","Week 2","9","Just right",
"7/22/2016 14:25:54","3",,"Intro",,"4",,,,,,,,"599","New York City","Games","Week 2","10","Just right",
"7/22/2016 12:47:59","5",,"Intro",,"3",,,,,,,,"600","","","Week 2","6","A little too fast",
"7/22/2016 16:21:04","4",,"Intro",,"4",,,,,,,,"601","New York City","Apps","Week 2","6","Just right",
"7/22/2016 14:25:46","5",,"Intro",,"2",,,,,,,,"602","New York City","Apps","Week 2","9","Just right",
"7/22/2016 15:53:14","5",,"Intro",,"3",,,,,,,,"603","New York City","Apps","Week 2","9","Just right",
"7/22/2016 18:00:51","3",,"Intro",,"2",,,,,,,,"604","New York City","Games","Week 2","9","Just right",
"7/22/2016 12:51:51","4",,"Intro",,"3",,,,,,,,"605","New York City","Games, Explorer","Week 2","10","Just right",
"7/22/2016 14:26:06","5",,"Intro",,"4",,,,,,,,"606","New York City","Apps, Explorer","Week 2","7","Just right",
"7/22/2016 14:27:03","4",,"Intro",,"4",,,,,,,,"607","New York City","Apps, Explorer","Week 2","10","Just right",
"7/22/2016 14:28:15","4",,"Intro",,"3",,,,,,,,"608","","","Week 2","0","Way too fast",
"7/22/2016 12:43:02","4",,"Intro",,"3",,,,,,,,"609","New York City","Games","Week 2","8","Just right",
"7/22/2016 12:46:29","5",,"Intro",,"3",,,,,,,,"610","New York City","Games","Week 2","10","Just right",
"7/22/2016 12:50:31","4",,"VR",,"3",,,,,,,,"611","New York City","Apps","Week 2","9","Just right",
"7/22/2016 14:26:59","5",,"VR",,"3",,,,,,,,"612","New York City","Apps, Explorer","Week 2","10","Just right",
"7/22/2016 14:27:45","5",,"VR",,"2",,,,,,,,"613","New York City","Apps, Explorer","Week 2","10","Just right",
"7/22/2016 12:45:12","4",,"VR",,"3",,,,,,,,"614","New York City","Apps","Week 2","10","A little too fast",
"7/22/2016 13:00:34","4",,"Intro",,"4",,,,,,,,"615","New York City","Apps","Week 2","9","Just right",
"7/22/2016 14:40:12","5",,"Intro",,"3",,,,,,,,"616","New York City","Games, Explorer","Week 2","10","Just right",
"7/22/2016 12:44:15","5",,"Apps",,"3",,,,,,,,"617","New York City","Apps, Explorer","Week 2","9","Just right",
"7/22/2016 12:45:16","4",,"Apps",,"3",,,,,,,,"618","New York City","Games","Week 2","7","Just right",
"7/22/2016 12:49:41","4",,"Apps",,"3",,,,,,,,"619","New York City","Games","Week 2","9","Just right",
"7/22/2016 12:52:37","5",,"Apps",,"4",,,,,,,,"620","New York City","Games, Explorer","Week 2","7","Just right",
"7/22/2016 12:52:51","4",,"Games",,"3",,,,,,,,"621","New York City","Apps, Explorer","Week 2","3","Way too fast",
"7/22/2016 15:24:21","3",,"Games",,"2",,,,,,,,"622","New York City","Apps","Week 2","5","Just right",
"7/22/2016 15:54:08","4",,"Apps",,"4",,,,,,,,"623","New York City","Apps, Explorer","Week 2","8","Just right",
"7/22/2016 15:24:25","5",,"Apps",,"4",,,,,,,,"624","Atlanta","Apps","Week 4","9","Just right",
"7/22/2016 12:45:22","4",,"Apps",,"3",,,,,,,,"625","Atlanta","Apps","Week 4","9","Just right",
"7/22/2016 14:04:51","4",,"Apps",,"4",,,,,,,,"626","","","Week 4","10","Just right",
"7/29/2016 0:19:08","4",,"Apps",,"3",,,,,,,,"627","Redwood City","Apps","Week 4","9","Just right",
"7/29/2016 0:22:41","4",,"Apps",,"1",,,,,,,,"628","Atlanta","Apps, Explorer","Week 4","10","A little too fast",
"7/29/2016 0:23:17","4",,"Intro",,"2",,,,,,,,"629","Atlanta","Apps, Explorer","Week 4","9","Just right",
"7/31/2016 8:43:57","5",,"Apps",,"4",,,,,,,,"630","New York City","Apps","Week 2","8","Just right",
"7/31/2016 11:28:09","4",,"Apps",,"3",,,,,,,,"631","Atlanta","Apps, Explorer","Week 4","10","Just right",
"7/31/2016 13:22:31","5",,"Apps",,"5",,,,,,,,"632","Redwood City","Apps","Week 4","8","Just right",
"8/1/2016 1:39:51","4",,"Apps",,"2",,,,,,,,"633","Chicago","Apps","Week 4","10","A little too fast",
"8/1/2016 9:40:14","5",,"Apps",,"4",,,,,,,,"634","Chicago","Apps","Week 4","8","Just right",
"8/1/2016 9:40:14","5",,"Apps",,"3",,,,,,,,"635","Chicago","Apps","Week 4","9","Just right",
"8/1/2016 10:03:22","4",,"Apps",,"3",,,,,,,,"636","Chicago","Apps","Week 4","9","A little too fast",
